comparison,from_id,to_id,mae_from_clean,mae_to_clean,dMAE_observed,dMAE_boot_mean,ci_lo,ci_hi,p_le_zero,t_stat,t_p,fold_dmae_0,fold_dmae_1,fold_dmae_2,fold_dmae_3,fold_dmae_4,verdict
01b->04b (aggregate),01b,04b,2.9845263661354013,2.9692825968922847,0.015243769243116656,0.015229439263463427,-0.035876914852151616,0.06671768851686394,0.2807,0.5345199136116909,0.6213099173058481,0.05860865118678937,-0.07293567910962251,0.09310483730568242,0.010049334671593524,-0.012081067645810961,overturned
