comparison,from_id,to_id,mae_from_clean,mae_to_clean,dMAE_observed,dMAE_boot_mean,ci_lo,ci_hi,p_le_zero,t_stat,t_p,fold_dmae_0,fold_dmae_1,fold_dmae_2,fold_dmae_3,fold_dmae_4,verdict
01b->04b (aggregate),01b,04b,2.9879599384347286,2.9734378187913393,0.014522119643389342,0.014514733038370232,-0.037584003392626054,0.06730035918007529,0.2967,0.48315888901632786,0.6542378639432813,0.056245516966717535,-0.07791020635414769,0.0984419716430045,0.01414009812801753,-0.017710206535183737,overturned
